code,symbol,interval,start,end,rows,created_utc,dataset_path
1,BTCUSDT,1h,2022-01-01T00:00:00Z,,32731,2025-09-25T19:59:15Z,/Users/vladimir.dmitriev/Desktop/ai-hedge-fund/data/1.csv
